EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,STORM_ORDER,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,INCOME_ESTIMATE
5507992,CLAY CO.,THORNBERRY,5/10/2006,410,Thunderstorm Wind,65,1,0,0,300000,0,TX,CST,EG,1211216,C,77,OUN,0,0,EMERGENCY MANAGER, , , , , , , ,THORNBERRY,34.07,-98.38,34.07,-98.38,The side of a metal barn was blown out. Numerous trees blown onto roofs. A 140 foot broadband tower was blown over. Several older metal barns were also blown over. Several trees were downed. One large tree was blown on top of a house. A barn door and the roof of another home sustained damage.,,329,,
5367038,COCHRAN CO.,MORTON,6/23/2003,1835,Thunderstorm Wind,70,1,0,0,300000,0,TX,CST,EG,1156125,C,79,LUB,0,0,NEWSPAPER, , , ,4,S,4,S,MORTON,33.67,-102.77,33.67,-102.77,"Strong thunderstorm wind damaged 34 center pivot irrigation systems, blew down 19 power poles, uprooted trees, and blew down signs.",,325,,
187117,COCHRAN CO.,MORTON,7/17/2009,1915,Thunderstorm Wind,81,2,0,0,1500000,1000000,TX,CST-6,MG,31859,C,79,LUB,0,0,Mesonet, , , ,2,N,14,S,WHITEFACE,33.749,-102.77,33.3974,-102.62,"The high-precipitation supercell that impacted Parmer and Bailey Counties continued southward over Cochran County during the 19:00 CST hour of the 17th. A swath of very intense damaging winds continued from southern Bailey County across northeastern Cochran County. The Texas Tech University West Texas Mesonet site near Morton initially recorded a gust of 58 mph at 19:15 CST. A subsequent gust of 77 mph was recorded at 19:20 CST. By 19:25 CST, however, a peak gust of 93 mph was measured by the Morton mesonet site. Damage was reported to be extensive in the Morton area. The damage swath additionally extended southward to Whiteface, where by 19:55 CST a 64 mph gust was measured at the Texas Tech University West Texas Mesonet site south of Whiteface. Up to 300 utility poles were blown down by the winds across the eastern half of the county, and tree damage was reported to be extensive. At least two aged structures were severely damaged or destroyed by the winds in Morton, as well as a number of light weight structures such as carports and barns. The winds were occasionally accompanied by large hail up to the size of nickels, and this contributed to large agricultural losses.","Scattered thunderstorms developed over the western Texas Panhandle and the eastern plains of New Mexico during the late afternoon hours of the 17th. These storms evolved into a large convective complex and propagated southward over the western South Plains during the evening hours. An embedded high-precipitation supercell developed within the complex and tracked over portions of Parmer, Bailey, and Cochran Counties. This storm was accompanied by large hail and a broad swath of extreme winds. Damage to cotton crops and utilities was widespread, with at least 400 electrical poles downed by the winds. The most significant structural damage occurred in Morton (Cochran County), where the Texas Tech University West Texas Mesonet recorded a peak gust of 93 mph and a number of homes and businesses sustained heavy damage. In addition, a band of severe winds developed in the wake of the departing convection as pressure gradients increased dramatically well behind the storms. These high winds characterized by gusts up to 70 mph resulted in tree, utility, and minor damages in Yoakum County. No injuries were reported. Total economical losses were estimated to exceed $5.75 million, and some county-level authorities applied for state disaster declarations.",91,,
5294775,COKE CO.,ROBERT LEE,5/27/2002,1733,Thunderstorm Wind,70,1,0,0,250000,0,TX,CST,E,1135204,C,81,SJT,0,0,AMATEUR RADIO, , , , , , , ,ROBERT LEE,31.9,-100.48,31.9,-100.48,The second severe thunderstorm of the day that moved across Robert Lee produced winds up to 80 MPH causing damage to numerous houses and carports.,"Numerous severe thunderstorms formed over the Big Country, Concho Valley and the Heartland. Especially hard hit was the town of Robert Lee. Two severe thunderstorms moved through Robert Lee causing damage to homes and vehicles. The town as well as other portions of Coke county were without power for much of the night. There were several reports of high winds accompanied by hail to the size of tennis balls over eastern portions of the Concho Valley. There was also a tornado near the upper end of E.V. Spence reservoir. The tornado remained over open country and produced no damage.",361,,
5556052,COLEMAN CO.,SHIELDS,5/28/1996,1730,Thunderstorm Wind,60,1,0,0,250000,0,TX,CST, ,2034428,C,83,SJT,0,0, , , , , , , , ,SHIELDS,31.6,-99.43,31.6,-99.43,,Winds destroyed outbuildings and caused structural damage to mobile homes.,347,,
5556060,COLEMAN CO.,COLEMAN,5/29/1996,2030,Thunderstorm Wind,60,2,0,0,500000,0,TX,CST, ,2034436,C,83,SJT,0,0, , , , , , , , ,COLEMAN,31.83,-99.43,31.83,-99.43,,Winds blew down power poles and transformers.,232,,
5388503,COLLIN CO.,FARMERSVILLE,3/4/2004,1541,Thunderstorm Wind,61,1,0,0,250000,0,TX,CST,ES,1167423,C,85,FWD,0,0,NWS STORM SURVEY, , , , , ,2,NE,FARMERSVILLE,33.17,-96.37,33.18,-96.35,"A downburst, associated with the tornado, occurred east and  northeast of the tornado track into the Farmersville area.  Extensive damage was done to a school complex on the north side of Farmersville.Many homes lost trees, porches, carports, fencing, and roofing.",,369,,
5696074,COLLINGSWORTH CO.,WELLINGTON,4/13/1999,1800,Thunderstorm Wind,70,1,0,0,300000,0,TX,CST, ,2405432,C,87,AMA,0,0,LAW ENFORCEMENT, , , , , , , ,WELLINGTON,34.85,-100.22,34.85,-100.22,There was extensive damage all across the town of Wellington by downburst winds.,A strong low pressure system in the upper atmosphere moved into east-central New Mexico during the afternoon as a dryline developed and moved east across the southern Texas panhandle.  Scattered to numerous severe thunderstorms with large hail and damaging winds developed and moved across most of the Texas panhandle.,318,,
5502038,COOKE CO.,ERA,4/28/2006,1843,Thunderstorm Wind,78,1,0,0,300000,0,TX,CST,ES,1209141,C,97,FWD,0,0,NWS STORM SURVEY, , , ,1,NE,1,E,GAINESVILLE,33.52,-97.28,33.63,-97.13,"A damage survey conducted by the National Weather Service in Fort Worth found that a downburst occurred in Cooke County.   Widespread wind damage occurred to mobile homes and outbuildings, and several permanent buildings sustained roof damage.  Mobile homes were rolled several times by the strong winds.  Several metal industrial buildings and airport hangars were damaged...some extensively.  Fifteen planes at the Gainesville Municipal Airport were damaged as they were pushed into each other.  The roof of a motel was blown off just west of Interstate 35, and a porch of another motel just east of the Interstate was removed.  Interstate 35 was shut down in both directions due to debris covering road.  Power lines, signs, and trees were also knocked down.  Garage doors were blown inside out.  Winds speeds were generally 60 MPH, but likely reached as high as 90 MPH at some points in the damage path.",,328,,
322181,COOKE CO.,MUENSTER,6/18/2011,1822,Thunderstorm Wind,70,2,0,0,1200000,0,TX,CST-6,EG,52349,C,97,FWD,0,0,Emergency Manager, , , ,0,N,0,N,MUENSTER,33.65,-97.38,33.65,-97.38,"A significant microburst occurred in the city of Muenster. Numerous trees were uprooted across the city, the field house of a school was damaged, a church sustained substantial damage, several roofs were torn off homes, mobile homes suffered significant damage, and tombstones at the local cemetery were blown over and crushed. The most costly damage occurred to two grain silos. Along Main Street, many businesses were heavily damaged and the windows were blown out of Orr Construction. The damage across the city was estimated to total over 1 million dollars.","Several thunderstorms developed along a stalled frontal boundary near Parker, Wise, and Cooke County. The environment was very unstable with a very dry airmass in the lowest 10 thousand feet of the atmosphere. This set up was perfect for very strong and localized microbursts, and several microbursts occurred in Cooke County. The most significant damage occurred in the town of Muenster. Later in the evening, a heatburst occurred in Tarrant County from light rain falling from a decaying thunderstorm into the very dry airmass. Winds around 70 mph were measured from this heatburst.",96,,
5525385,COTTLE CO.,PADUCAH,8/26/2006,1647,Thunderstorm Wind,70,1,0,0,220000,0,TX,CST,EG,1217916,C,101,LUB,0,0,NWS STORM SURVEY, , , ,3,W, , ,PADUCAH,34.02,-100.35,34.02,-100.3,"The line of previously severe storms over western Cottle County weakened as they approached Paducah. However, another severe storm quickly developed over southeastern Cottle County and propagated northwestward. This resulted in a cell merger just south of Paducah. A series of damaging downbursts followed the merger, and resulted in approximately $220,000 worth of damage in the Paducah vicinity.Damaging winds estimated to exceed 80 mph initially impacted the Paducah Country Club just southeast of the city at 16:47 CST. These winds peeled tin roofs off of several light-weight structures, and snapped eleven medium voltage utility poles. Tree and utility damage continued northwestward along Farm to Market Road 1038 into the city, where numerous poorly constructed homes and businesses sustained damage. Residents of Paducah and surrounding areas were without power through the night. No injuries were reported.","August 26 Severe Thunderstorm Event Summary:  Scattered thunderstorms initially developed over the central South Plains region of west Texas during the afternoon hours of the 26th. These storms produced locally intense downpours and damaging thunderstorm winds as they propagated eastward over the eastern South Plains and the northern Rolling Plains. The most significant impacts were in Paducah, where destructive winds estimated to exceed 80 mph caused widespread damage to light weight structures and extended power outages.At least two isolated miniature supercell thunderstorms developed over the extreme southwestern Texas Panhandle and the northwestern South Plains during the evening hours. These storms produced large hail up to the size of quarters over parts of Bailey and Cochran Counties.",411,,
375105,COTTLE CO.,PADUCAH RICHARDS ARP,5/30/2012,1655,Thunderstorm Wind,78,2,0,0,500000,0,TX,CST-6,EG,62580,C,101,LUB,0,0,NWS Storm Survey, , , ,5,NE,2,SSW,PADUCAH,34.0726,-100.2242,33.9987,-100.3114,"Destructive straight-line winds spread south-southwest in the rear flank downdraft of a supercell creating scattered to widespread damage in and around the city of Paducah. These winds caused a swath of damage to trees, power lines, homes, vehicles, and other buildings from about 4NE Paducah southwest to the south side of the city. An NWS storm survey indicated winds up to 100 mph partially swept away a multi-car garage and overturned one car in the process. Three other vehicles inside suffered various degrees of damage. Sheet metal from the garage was found to be blown southwest nearly 300 yards from its origin. On the north side of Paducah, a portion of a large warehouse collapsed from straight line winds of similar intensity. Several vehicles in Paducah had windows blown out by airborne gravel and other small debris. Fortunately, no injuries were reported as residents received ample warning to seek shelter.","Very strong instability and ample wind shear created a volatile airmass in the eastern Panhandle and Rolling Plains on the afternoon and evening of the 30th. A weak surface low moved into the northeast South Plains early in the afternoon and enhanced lift along a sharp dryline and residual outflow boundary. By mid-afternoon, a pair of thunderstorms erupted in Hall and Motley Counties and quickly became supercells while moving to the east and southeast. These storms produced very large and even giant hail at times and were accompanied by intense inflow and outflow wind gusts at or above 60 mph.||The second of these supercells produced several gustnadoes and at least four weak, non-mesocyclonic tornadoes under its flanking line as it moved through central Cottle County. However, all of the damage in and around the Paducah area was attributed to ferocious winds in the rear flank downdraft (RFD) of this supercell. Although NWS radars from both Lubbock, TX and Frederick, OK indicated a high probability of a significant tornado in far eastern Cottle County from this same storm, a NWS storm survey found no such evidence despite a large tornado having occurred a short while later in nearby western Foard County.||By early evening, a third supercell developed northwest of Paducah and tracked south-southeast into King County. This storm produced a weak tornado about nine miles west of Paducah that moved over open land before crossing Highway 70 and dissipating. While in King County, this supercell produced scattered to widespread structural and tree damage in Guthrie from intense RFD winds estimated to be at least 80 mph.",269,,
714971,CROSBY CO.,ESTACADO,9/17/2017,1735,Thunderstorm Wind,87,1,0,0,1500000,500000,TX,CST-6,EG,119034,C,107,LUB,0,0,NWS Storm Survey, , , ,3,NW,1,SE,WAKE,33.8156,-101.553,33.7665,-101.086,"A large and particularly destructive macroburst (downburst winds more than 2.5 miles in width) tracked east across most of northern Crosby County this evening, accompanied by winds ranging from 80 to 100 mph at times. Data from radar and damage patterns during a NWS storm survey indicated these intense winds were about five miles in width, and traveled for a distance of almost 30 miles. The community of Cone was struck especially hard by these winds. An older, single family home had a west-facing wall partially collapse, and the roof to a grain store was blown off and deposited on US Highway 62 forcing a temporary closure of the road. Additional damage in Cone consisted of several downed power lines, about ten snapped utility poles, a few downed trees, light to moderate building damage, and one metal shed that was destroyed and had its contents of antique tractors and vehicles damaged. The NWS damage survey also noted several dozen more damaged power lines throughout northern Crosby County, along with multiple center pivot irrigation systems overturned. Cotton, corn, and sorghum crops sustained light to moderate damage, however some crops used as silage were completely flattened by the intense winds. Combined losses in Crosby County alone are estimated to be nearly $2 million USD.","Scattered severe thunderstorms erupted this afternoon and tracked eastward across the South Plains and into the Rolling Plains. A few of these storms acquired deep rotation as they interacted with a stationary front draped west-to-east over the region, and resulted in swaths of destructive hail and significant straight line winds at times. One particularly intense supercell storm produced a large swath of downburst winds of 70 to 100 mph over portions of Lubbock, Hale, Crosby, and Dickens Counties.",94,,
748111,CROSBY CO.,RALLS,6/1/2018,1643,Thunderstorm Wind,78,2,0,0,3500000,0,TX,CST-6,EG,124691,C,107,LUB,0,0,NWS Storm Survey, , , ,1,WNW,1,SSW,RALLS,33.683,-101.3912,33.6606,-101.3876,"A rapidly intensifying thunderstorm produced an intense downburst that struck the west half of the city of Ralls before continuing south for about one mile south of Ralls.  In addition to disrupting power to 2400 people in the area for much of the night and inflicting various degrees of damage to many homes and buildings, three large cotton compress buildings on the west side of town were completely destroyed with debris strewn up to 1/4 mile south of Highway 82.  The extent of debris required the closure of the 4-lane highway for nearly one hour until debris could be cleared for passage.  A nearby power sub-station belonging to Excel was heavily damaged and a total of 42 power poles were downed.  Radar and debris patterns observed from the NWS storm survey revealed a classic downburst signature with destructive wind gusts determined to be as high as 90 mph, with sustained speeds likely ranging between 50 and 70 mph for roughly two minutes.","Very hot temperatures characterized by highs of 102 to 107 degrees coupled with a dryline focused high based thunderstorm development near the Lubbock area this afternoon. As these storms moved east into richer moisture in Crosby County, one storm escalated significantly in intensity.  This supercell thunderstorm delivered major wind and hail damage to Ralls and continued to move east through Crosbyton where several utility poles were downed.  The storm then turned more southeast and struck Spur with very large hail before producing a small, brief tornado over open land south of Jayton.  The greatest destruction occurred on the west side of Ralls where three large cotton compress buildings were completely destroyed by straight line winds determined to be as high as 90 mph.",56,,
10352339,DALLAS CO.,Mesquite,10/17/1993,2340,Thunderstorm Wind,70,1,0,0,500000,0,TX,CST, , ,C,113, ,0,0, , ,0,0,3,E,0, , ,32.8,-96.8351,32.8,-96.8351,"Fourteen hangar doors were blown in, and seven aircraft were damaged by high winds at Hudson Airport (3 E Mesquite). ",,176,,
5559230,DALLAS CO.,IRVING,6/6/1996,2205,Thunderstorm Wind,71,2,0,0,10000000,0,TX,CST, ,2042358,C,113,FWD,0,0, , , , , , , , ,IRVING,32.82,-96.92,32.82,-96.92,,"Strong winds peeled much of the roof off a motel, snapped trees and blew shingles off of homes in the area. The debris from the motel roof fell onto power lines and started a fire that consumed an adjacent moving companies' warehouse.",18,,
5428995,DALLAS CO.,GRAND PRAIRIE,11/23/2004,1245,Thunderstorm Wind,66,3,0,0,250000,0,TX,CST,MS,1182167,C,113,FWD,0,0,NEWSPAPER, , , , , , , ,DALLAS,32.75,-96.98,32.77,-96.78,"A severe thunderstorm produced damage from the east side of Grand Prairie, north northeast across eastern Irving and into west Dallas.  At 105 pm Dallas Love Field had measured wind gusts to 76 mph,with estimates as high as near 100 mph across Grand Prairie and Irving.   Three tractor-trailer rigs were blown over on Interstate 30, and parts of Loop 12 near Texas Stadium were closed for a while because of downed powerlines across the lanes.  Several businesses in Grand Prairie sustained structural damage.A motel on the Stemmons Freeway in Dallas had 12 units unroofed, and one new automobile dealership had over 100,000 dollars damage.",,371,,
5533350,DALLAS CO.,LANCASTER,9/11/2006,1505,Thunderstorm Wind,78,4,0,0,200000,0,TX,CST,ES,1221644,C,113,FWD,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,SEAGOVILLE,32.6,-96.75,32.63,-96.53,"Four mobile homes and two homes under construction were damaged one mile west of Seagonville.  In addition, trees were uprooted and power lines downed throughout the county.  Damage was reported along the North Central Expressway in northeast Dallas; in an area encompassed by Interstate 35 East to the north, Loop 12 to the west, and Interstate 30 to the south.  Similar damage was also reported in the southern part of the county.  Power was knocked out to about 4,500 customers.",,455,,
33085,DALLAS CO.,GRAND PRAIRIE,5/2/2007,1800,Thunderstorm Wind,50,5,0,0,325000,0,TX,CST-6,EG,5372,C,113,FWD,0,0,Newspaper, , , ,0,N,0,N,DALLAS,32.75,-96.98,32.77,-96.78,"Numerous trees and power lines downed.  Power out to about 300,000 houses and businesses in the metroplex.  Plymouth House Apartments in Oak Cliff suffered major roof damage, with a large portion of the roof thrown across the road.  About 60 to 70 residents were displaced.  In addition to wind damage, the units also suffered water damage.  In Grand Prairie, the roof of a 20,000 square foot warehouse was torn off, damaging the walls and the fuse box.  An overhead sign was ripped down on Interstate 20.","A split in the upper levels of the atmosphere steered several southern stream impulses into north Texas, producing flash flooding, strong winds, and a few tornadoes.  The most impressive of these events was a derecho which moved through North Texas on May 2.  It produced winds in excess of 85 MPH.",310,,
88768,DALLAS CO.,CARROLLTON,4/10/2008,250,Thunderstorm Wind,61,6,0,0,3000000,0,TX,CST-6,EG,15558,C,113,FWD,0,0,Amateur Radio, , , ,0,N,0,N,CARROLLTON,32.95,-96.9,32.95,-96.9,Three large transmitter towers were blown down near Hebron Parkway and Eisenhower Street.,"Several rounds of storms moved across north Texas on April 8th through 10th.  Numerous reports of large hail were received on Tuesday evening.  A lone supercell evolved during the afternoon hours of the 9th, producing tornadoes and large hail along its path.  Later that evening and into Thursday morning a squall line tracked across north Texas, producing damaging winds and tornadoes into the morning hours.",63,,
169946,DALLAS CO.,CARROLLTON,5/2/2009,1430,Thunderstorm Wind,61,7,0,12,5000000,0,TX,CST-6,EG,28748,C,113,FWD,0,0,NWS Storm Survey, , , ,3,W,3,W,CARROLLTON,32.9456,-96.946,32.9456,-96.946,"A NWS storm survey determined that a microburst with estimated 70 mph winds caused the collapse of the Dallas Cowboys' 80,000 sq ft bubble practice facility at Valley Ranch. The facility was approximately 85 feet tall and composed of a fabric shell and metal. A rookie minicamp was being held at the time and 12 people were injured. One coach was paralyzed from the waist down. Also in the area, trees were splintered and heavily damaged, but most of the damage was confined to around the practice field.","The combination of a southward advancing cold front, warm air advection over the cold front, and an approaching shortwave aided in an explosive period that began the afternoon of May 2nd and continued into the morning hours of May 3rd. Several rounds of severe thunderstorms and thunderstorm clusters moved through north Texas in a very unstable environment. A downburst occurred at Valley Ranch in Irving resulting in the collapse of the Dallas Cowboys' bubble practice facility. Flash flooding and flooding became a problem as several clusters of storms produced heavy rainfall over repeated areas.",47,,
5367605,DEAF SMITH CO.,HEREFORD,6/20/2003,1905,Thunderstorm Wind,90,1,0,0,280000,0,TX,CST,EG,1155794,C,117,AMA,0,0,TRAINED SPOTTER, , , ,8,SW,8,SW,HEREFORD,34.73,-102.5,34.73,-102.5,A metal barn was reported destroyed and a cotton stripper was lifted and tossed by the high winds.,Severe thunderstorms developed during the early evening hours across the western and central sections of the Texas panhandle producing damaging winds...hail...and flooding rains.,339,,
5568669,DENTON CO.,DENTON,8/11/1996,1930,Thunderstorm Wind,61,1,0,0,1000000,0,TX,CST, ,2044368,C,121,FWD,0,0, , , , , , , , ,DENTON,33.22,-97.15,33.22,-97.15,,A marketing research company had its roof removed by strong winds. Heavy rain penetrated the building through the damaged roof and damaged or destroyed all the equipment inside including computer equipment and other electronic machines. Trees and power lines were also blown down by high winds.,104,,
88795,DENTON CO.,DENTON,4/4/2008,35,Thunderstorm Wind,56,2,0,0,200000,0,TX,CST-6,EG,15081,C,121,FWD,0,0,Amateur Radio, , , ,1,ESE,1,NE,DENTON,33.21,-97.13,33.2347,-97.1369,"A commercial building suffered roof damage and a residence in Denton lost part of its roof and had its windows blown in.  About half a dozen trees were blown down.  The North Texas State Fairgrounds north of Highway 380 sustained about $2,500 in damages when a portion of its roof was blown off.  The roof subsequently knocked down power lines.",Supercells tracked north Texas during the afternoon hours on the 3rd and continued through the morning hours of the 4th.  Large hail to the size of softballs was reported across portions of the metroplex and towards the Red River.,464,,
117426,DENTON CO.,CORINTH,6/28/2008,1729,Thunderstorm Wind,56,3,0,0,1000000,0,TX,CST-6,EG,18341,C,121,FWD,0,0,Newspaper, , , ,0,N,0,N,LAKE DALLAS,33.15,-97.07,33.12,-97.03,"A microburst likely flipped a dock over at Lakeview Marina, which caused five anchored boats to sink.  Two other boats were under debris. One dock was destroyed while several others were damaged.  At least one large tree was uprooted about 200 yards away from the dock.  Other large trees were split in half, huge limbs were broken off, and dozens of fences were downed throughout Lake Dallas, Hickory Creek, Corinth, and Shady Shores.",A strong cold front and upper level disturbance caused wind damage and dropped large hail as an area of thunderstorms affected the area.,117,,
301867,DENTON CO.,ROANOKE VLY ARPT,4/10/2011,2257,Thunderstorm Wind,61,4,0,0,200000,0,TX,CST-6,EG,50034,C,121,FWD,0,0,Newspaper, , , ,3,WSW,3,WSW,ROANOKE VLY ARPT,33.0364,-97.2819,33.0364,-97.2819,"Thunderstorm winds turned over RVs and trailers at Texas Motor Speedway. Signs, fencing, and flag poles were also damaged.",A strong upper level low pressure system over the southern Rockies aided in the late evening development of severe thunderstorms along a dryline across north central and central Texas.  One of these storms was a strong linear mesoscale convective system which produced a swath of wind damage from Goldthwaite northeast into southern portions of the Dallas/Fort Worth Metroplex and continued northeast to near Sulphur Springs.  A swath of wind damage consistent with 70 to 80 mph winds was associated with this storm.  Other supercell thunderstorms in the area produced brief tornadoes and large hail.,476,,
684338,DENTON CO.,ARGYLE,3/26/2017,1855,Thunderstorm Wind,55,5,0,0,400000,0,TX,CST-6,EG,113755,C,121,FWD,0,0,Amateur Radio, , , ,0,N,0,N,ARGYLE,33.12,-97.18,33.12,-97.18,"Amateur radio reported that baseball sized hail was knocking out car windows in the city of Argyle, TX. The hail was wind driven by severe thunderstorm winds.","An upper level trough, dryline and Pacific cold front all combined to produce a round of severe thunderstorms, with large hail being the primary severe weather element to affect the region.",298,,
5523596,DICKENS CO.,SPUR,7/11/2006,1924,Thunderstorm Wind,83,1,0,2,300000,0,TX,CST,MG,1216474,C,125,LUB,0,0,LAW ENFORCEMENT, , , , , , , ,SPUR,33.48,-100.85,33.48,-100.85,"A severe thunderstorm produced extreme winds and resulted in extensive damage in Spur around 19:30 CST on the 11th. Local officials and media reported that dozens"" of homes and businesses were damaged", and that one family was left homeless and treated for injuries.,,,
10352484,ECTOR CO.,Odessa,11/19/1994,2006,Thunderstorm Wind,65,1,0,0,500000,0,TX,CST, , ,C,135, ,0,0, , ,0,0,2,NE,0, , ,31.8246,-102.5298,31.8246,-102.5298,  ,,227,,
5365470,ECTOR CO.,CENTRAL PORTION,6/3/2003,1639,Thunderstorm Wind,62,2,0,0,450000,0,TX,CST,MG,1154389,C,135,MAF,0,0,EMERGENCY MANAGER, , , , , , , ,PLEASANT FARMS,31.87,-102.57,31.68,-102.32,"A large severe thunderstorm developed over central Ector County in the area between Odessa and Penwell. This storm resulted in numerous reports of destructive thunderstorm winds with blowing large hail. A wind gust of 71 MPH was measured near Penwell. Gusts likely exceeded this measurement in the Odessa and Pleasant Farms vicinities where more extensive damage occurred. A barn was destroyed in Pleasant Farms, and a tractor trailer was overturned on Highway 302 west of Odessa. The most extensive damage occurred in the city of Odessa. Large trees two and half feet in diameter were uprooted. Power lines and poles were blown down. In addition, several roofs were blown off of weakly constructed structures on the southwest side of the city. An apartment complex sustained significant roof damage from the thunderstorm winds, leaving 60 families without shelter. Many city residents were without electricity until the afternoon of the 5th.","Severe thunderstorms were numerous across parts of the Permian Basin during the evening of the 3rd, with less coverage over the Big Bend and Trans Pecos regions. This event began as a pair of supercell thunderstorms moved southeast from the Texas South Plains along a frontal boundary. These storms moved into the northeast Permian Basin, and resulted in large hail to the size of baseballs, damaging winds, and flash flooding. A second area of severe storm development occurred to the southwest, across the western Permian Basin. The most damaging severe weather of the event occurred as this activity moved into Ector County. This storm was responsible for significant wind damage across parts of Ector and Midland Counties which left 60 families homeless. By mid evening, the two organized convective complexes were generally exiting the eastern Permian Basin. The thunderstorm activity was followed by a very dramatic haboob which moved across a large part of the central Permian Basin.",282,,
391469,ECTOR CO.,ODESSA,6/14/2012,1903,Thunderstorm Wind,65,3,0,0,201000,0,TX,CST-6,EG,65301,C,135,MAF,0,0,Public, , , ,0,S,0,S,ODESSA,31.85,-102.37,31.85,-102.37,"A thunderstorm moved over Ector County and produced severe winds in Odessa.  A tree was reported to be uprooted, and two semi trucks were blown over on I-20.  Also, a fence was blown over, and the power got knocked out to a motel for over six hours.  The cost of damage is a very rough estimate.",An upper level ridge was over the region with a dryline present across the Permian Basin. Good surface heating and low-level moisture provided instability and lift across the area.  This lift was especially prevalent across the Davis Mountains due to the elevated heat source.,414,,
703892,ECTOR CO.,ODESSA ECTOR CO ARPT,6/14/2017,1755,Thunderstorm Wind,56,4,0,0,1000000,0,TX,CST-6,EG,116820,C,135,MAF,0,0,Public, , , ,3,SE,3,SE,ODESSA ECTOR CO ARPT,31.8991,-102.3439,31.8991,-102.3439,A thunderstorm moved across Ector County and produced wind damage in Odessa. There were many reports of trees being uprooted and blown over as well as sheds destroyed and damage to roofs. The cost of damage is a very rough estimate.,"During the early evening of June 14, 2017 severe thunderstorms developed along a dryline and moved across Odessa and into Midland, Texas. An upper low was over North Dakota while upper ridging was over northern Mexico.  A shortwave passing over the northern part of the ridge put West Texas in westerly winds aloft and provided some upper level support for thunderstorms.  Good moisture east of the dryline, strong heating at the surface with temperatures in the upper 90s to 100s, and high lapse rates lead to very strong instability.  Those parameters in combination with wind shear attributed to organized thunderstorm development.  These thunderstorms were not supercells, instead they were extremely strong multicellular thunderstorms with tops exceeding 60,000 feet.  These severe storms produced very large hail and damaging winds as they moved across parts of the Permian Basin, impacting the highly populated cities of Midland and Odessa.  Odessa received the largest hail and strongest winds.   ||The thunderstorms began to weaken as they moved into the City of Midland. The storm survey noted damage across a wide area of Odessa and West Odessa. There were reports of power poles snapped. There were numerous reports of baseball size or larger hail and the storm survey found evidence of hail possibly larger than softball size.  Numerous homes and businesses had roof damage, windows broken and exterior siding damaged.  Numerous trees were uprooted by the strong winds and thousands of cars were damaged by the large hail. This was likely caused by a microburst with estimated wind speeds of 100 mph. The damage estimate for the storms this day and on June 12th totaled to $480 million.",127,,
10351457,ELLIS CO.,Waxahachie,11/4/1994,2157,Thunderstorm Wind,52,1,0,0,5000000,0,TX,CST, , ,C,139, ,0,0, , ,0,0,0, ,0, , ,32.26,-96.83,32.26,-96.83,An apartment complex in Waxahachie was heavily damaged.  Total damage in Ellis County was estimated at $5 million. ,,39,,
33093,ELLIS CO.,MILFORD,5/2/2007,1745,Thunderstorm Wind,61,2,0,0,250000,0,TX,CST-6,EG,5372,C,139,FWD,0,0,Newspaper, , , ,0,N,0,N,MILFORD,32.13,-96.95,32.13,-96.95,"Seventeen electrical towers were knocked down.  Numerous power lines and poles were also knocked down.  About 30,000 homes lost power.  A gas pump fell on top of the passenger cab of a truck.  The man inside was not injured.","A split in the upper levels of the atmosphere steered several southern stream impulses into north Texas, producing flash flooding, strong winds, and a few tornadoes.  The most impressive of these events was a derecho which moved through North Texas on May 2.  It produced winds in excess of 85 MPH.",374,,
260026,ELLIS CO.,REAGOR SPGS,9/1/2010,1910,Thunderstorm Wind,70,3,0,0,250000,0,TX,CST-6,EG,44845,C,139,FWD,0,0,Newspaper, , , ,1,ENE,1,ENE,REAGOR SPGS,32.3329,-96.7598,32.3329,-96.7598,"Strong thunderstorm winds, possibly from a microburst, turned over several portable buildings at a business in Reagor Springs. The roofs were torn off a few of the portable buildings and nearly all 18 were damaged. A mobile home on the same property was turned over and landed on two vehicles. Also in Reagor Springs, trees were knocked down and shingles were torn off roofs.","Embedded shortwaves moving through a broad trough over the Southern Plains sparked several showers and thunderstorms across north Texas. Some of the storms developed on outflow boundaries from convection during the day. A few reports of severe thunderstorm wind damage and hail was reported, but several lightning strikes started fires. The most significant wind damage occurred in Reagor Springs in Ellis County from a possible microburst.",392,,
